,,,,,,,,,,,,,,,
,,,,견적가,,,,수주가,,,,,,,
,구분,순,지역,Total,AB,CD,,전체수주가,2024년 수주가,2025년 수주가,수주율,제작사원가,매출손익,손익율,비고
,수주 1,1,,,,,,,,,,,,,
,수주 2,2,,,,,,,,,,,,,
,수주 3,3,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,소계,0,0,0,,0,0,0,,0,0,,
