,,,,,,,,
,순,고객명,전체수주가,2025년 수주가,2026년 수주가,입금 총액,미수금,비고
,1,지아이씨,437033275.6999999,437033275.6999999,0,4813677,0,
,2,김포골드라인,0,0,0,0,0,
,3,인천교통공사,0,0,0,0,0,
,4,현대로템,0,0,0,0,0,
,5,실리콘큐브,0,0,0,0,0,
,6,무한테크,0,0,0,0,0,
,7,다원시스,287000000,287000000,0,0,42000000,1차 산출물 제출분 30%에 대한 전자세금계산서 발행 유예 중
,8,티랩,0,0,0,0,0,
,9,마루소프트,0,0,0,0,0,
,10,신진금고,0,0,0,0,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,소계,724033275.6999999,724033275.6999999,0,4813677,42000000,
