,,,,,,,,,,,,,,,
,,,,견적가,,,,수주가,,,,,,,
,구분,순,고객명,Total,AB,CD,,전체수주가,2024년 수주가,2025년 수주가,수주율,제작사원가,매출손익,손익율,비고
,생산,1,지아이씨,975546450,975546450,0,,975546450,624835700,350710750,1,0,,,
,,2,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,소계,975546450,975546450,0,,975546450,624835700,350710750,1,0,0,0,
